Protein	Gene	Description	Group	Peptides	Collapsed	ChrI-TEF1-SRPrec-32	ChrI-ADH1-SRP-3	ChrI-CYC1-SRP-6	ChrI-TEF1-SRP-15	ChrI-SRPrec-2cAlpha	HO-SRPrec-1aAlpha	ChrI-ADH1-SRP-1aAlpha	ChrI-TEF1-SRP-1aAlpha	WT MATa	Bridge
sp|P09950|HEM1_YEAST	HEM1	"5-aminolevulinate synthase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HEM1 PE=1 SV=1"	591	1	C	147.3825804	141.1067673	127.0534029	161.9648551	138.0195197	125.4459608	117.5115294	153.3649947	151.9890159	143.6348636
sp|P0CX46|RL2B_YEAST	RPL2B	60S ribosomal protein L2-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL2B PE=1 SV=1	592	6	C	924.7000785	1069.254806	1122.688359	926.0900565	994.0251709	1037.105753	1050.585599	1108.104464	1395.694652	1107.210097
sp|P15019|TAL1_YEAST	TAL1	Transaldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TAL1 PE=1 SV=4	593	17	C	2733.056153	2764.66319	2750.291749	2564.361175	2548.320322	2797.365123	2825.434104	2497.045112	1861.224552	2479.06787
sp|P23542|AATC_YEAST	AAT2	"Aspartate aminotransferase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AAT2 PE=1 SV=3"	594	9	C	1574.650685	1599.038993	1659.017968	1582.274698	1693.345764	1780.987686	1787.956893	1562.914728	1299.581307	1610.100411
sp|P25567|SRO9_YEAST	SRO9	RNA-binding protein SRO9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRO9 PE=1 SV=2	595	22	C	1413.798792	1586.332495	1402.567328	1674.927835	1517.952043	1449.334618	1660.291735	1542.648026	2773.122845	1724.007091
sp|Q04338|VTI1_YEAST	VTI1	t-SNARE VTI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VTI1 PE=1 SV=3	596	1	C	34.6056616	30.46822182	28.15622862	33.02506263	32.55746565	28.36206261	23.65019038	32.72129337	29.03747788	28.91308793
sp|P0CX28|RL44B_YEAST	RPL42B	60S ribosomal protein L42-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL42B PE=1 SV=1	597	3	C	297.4757346	298.232004	279.0983585	263.6431111	260.8255086	264.2463946	271.2616003	252.5889423	384.7121971	282.4314902
sp|Q02046|MTD1_YEAST	MTD1	Methylenetetrahydrofolate dehydrogenase [NAD(+)] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MTD1 PE=1 SV=1	598	11	C	1031.416252	1096.677812	1120.74684	1160.451237	1182.650606	1230.817176	1229.033555	1141.201538	695.5336243	1116.321494
sp|P46151|MTHR1_YEAST	MET12	Methylenetetrahydrofolate reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MET12 PE=1 SV=2	599	2	C	284.6247401	274.3694439	285.4313132	300.5055444	313.7072792	302.788913	274.7487052	270.9106657	247.6026249	293.460926
sp|P32453|ATP11_YEAST	ATP11	"Protein ATP11, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATP11 PE=1 SV=1"	600	1	C	27.49433233	28.27438137	24.47845124	30.49669619	27.05630701	21.27901244	31.78149397	28.7247766	33.00179906	26.26623194
sp|P08456|PSS_YEAST	CHO1	CDP-diacylglycerol--serine O-phosphatidyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CHO1 PE=1 SV=3	602	2	C	166.375537	205.0240866	158.6631335	227.2254405	196.8957468	221.9649532	214.3055529	220.4829782	99.9784646	193.4394076
sp|P32614|FRDS_YEAST	FRD1	Fumarate reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FRD1 PE=1 SV=1	603	13	C	1116.538076	1030.72119	996.3785379	953.2251746	1076.659676	1090.012902	1015.782925	989.0318827	745.330421	988.600761
sp|P53551|H1_YEAST	HHO1	Histone H1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HHO1 PE=1 SV=1	604	5	C	361.3418908	484.2145251	475.1137153	485.9301922	396.5779947	435.1463722	481.3562543	514.7562139	356.4801141	477.2181709
sp|Q06406|LSM6_YEAST	LSM6	U6 snRNA-associated Sm-like protein LSm6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LSM6 PE=1 SV=2	605	3	C	264.2090943	261.4094223	245.9364136	292.5814142	247.4026698	274.2563284	292.3258631	291.4368585	300.8050831	270.94127
sp|P29509|TRXB1_YEAST	TRR1	Thioredoxin reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRR1 PE=1 SV=3	606	13	C	1712.173595	1665.369335	1463.575059	1523.352268	1558.058839	1563.983937	1536.885338	1332.520648	1747.978478	1525.31986
sp|P05150|OTC_YEAST	ARG3	Ornithine carbamoyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARG3 PE=1 SV=1	607	12	C	2336.17377	2161.528776	2142.736415	1982.997792	2319.705706	2310.666716	2286.349169	2131.57172	157.9724184	1855.482364
sp|P32381|ARP2_YEAST	ARP2	Actin-related protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARP2 PE=1 SV=1	608	9	C	1044.540198	1022.085216	1080.315208	1033.331868	1095.06646	1023.469136	974.054879	1085.365393	1033.162515	1057.519327
sp|Q12480|ETFA_YEAST	AIM45	"Probable electron transfer flavoprotein subunit alpha, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AIM45 PE=1 SV=1"	609	5	C	451.1495648	494.594865	825.764054	572.868072	464.5233366	476.7749694	805.3210014	519.1807701	526.0352124	538.1924718
sp|Q12402|YOP1_YEAST	YOP1	Protein YOP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOP1 PE=1 SV=3	610	2	C	79.0351203	134.3202047	182.4027066	187.7875212	130.116756	119.9070827	196.0299974	124.0845957	172.9704561	143.0555646
sp|Q04491|SEC13_YEAST	SEC13	Protein transport protein SEC13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC13 PE=1 SV=1	611	7	C	577.2330283	542.8886465	551.7947083	686.6767406	637.8891753	680.2193312	530.754954	595.8338345	625.267057	637.7039037
sp|P22336|RFA1_YEAST	RFA1	Replication factor A protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RFA1 PE=1 SV=1	612	7	C	476.3134497	503.0843812	496.4504085	497.1274078	489.9948763	499.1137724	456.8420042	465.203106	420.6044077	450.8548519
sp|Q05016|YM71_YEAST	YMR226C	Uncharacterized oxidoreductase YMR226C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR226C PE=1 SV=1	613	14	C	1669.960835	1584.433591	1554.946545	1624.176625	1627.118585	1634.499343	1556.655367	1504.54134	818.9996663	1434.58514
sp|P38759|VPS29_YEAST	VPS29	Vacuolar protein sorting-associated protein 29 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS29 PE=1 SV=1	614	1	C	55.77108803	46.9605083	56.32756907	62.96425402	67.20318983	48.82419608	67.99258799	63.59407611	95.06539148	72.96048069
sp|P21954|IDHP_YEAST	IDP1	"Isocitrate dehydrogenase [NADP], mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IDP1 PE=1 SV=1"	616	14	C	1618.434307	1421.76416	1403.327923	1574.678106	1696.031312	1592.74409	1404.697687	1529.925775	695.1674001	1371.525932
sp|P41939|IDHC_YEAST	IDP2	Isocitrate dehydrogenase [NADP] cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IDP2 PE=1 SV=2	616	2	C	37.61469941	33.54676984	27.17255903	20.80179004	27.08669094	34.37440717	35.99014636	15.40353456	381.9524627	81.00335041
sp|Q06704|IMH1_YEAST	IMH1	Golgin IMH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IMH1 PE=1 SV=1	618	3	C	203.6718303	223.3535629	215.2484042	210.7669242	206.9557701	218.9427172	227.9189371	206.3083001	230.4833211	204.906873
sp|P07258|CARA_YEAST	CPA1	Carbamoyl-phosphate synthase arginine-specific small chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CPA1 PE=1 SV=1	619	12	C	1198.278645	1573.676501	1655.705376	1315.336666	1116.75667	1348.287935	1641.205452	1486.881558	320.9921673	1260.529968
sp|P39005|KRE9_YEAST	KRE9	Cell wall synthesis protein KRE9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KRE9 PE=1 SV=1	620	1	C	91.64692032	87.74715364	60.35752199	87.80614376	85.80472557	78.42594177	83.14684278	79.39069098	103.9875382	93.4349552
sp|P53330|RT102_YEAST	RTT102	Regulator of Ty1 transposition protein 102 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RTT102 PE=1 SV=2	621	2	C	306.0464066	304.6943388	329.7589939	351.679681	323.6888922	303.8454085	376.401233	367.0159198	152.2187451	313.884297
sp|Q12692|H2AZ_YEAST	HTZ1	Histone H2A.Z OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HTZ1 PE=1 SV=3	622	1	C	85.99359681	99.72984553	92.71323617	107.5648677	91.22267143	104.1008402	119.32541	109.2364433	123.2452632	127.5111995
sp|Q12314|SFM1_YEAST	SFM1	Protein arginine N-methyltransferase SFM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SFM1 PE=1 SV=1	623	8	C	970.6038087	990.8330903	943.0468127	996.8084656	950.7956907	1011.531561	946.3338599	985.0518244	898.1518325	954.0893313
sp|P32939|YPT7_YEAST	YPT7	GTP-binding protein YPT7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPT7 PE=1 SV=1	624	8	C	1262.416639	1283.578473	1187.779284	1302.131697	1198.607073	1191.399394	1233.751403	1264.320252	1068.173848	1220.225548
sp|Q12389|DBP10_YEAST	DBP10	ATP-dependent RNA helicase DBP10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DBP10 PE=1 SV=2	625	6	C	358.3572515	422.0375314	411.1846991	427.803048	391.6548169	420.4687057	410.1958707	445.8710509	589.4882192	455.384003
sp|P53615|CAN_YEAST	NCE103	Carbonic anhydrase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NCE103 PE=1 SV=1	626	5	C	545.0693341	379.1647175	363.2361855	425.7435786	465.8357266	446.5495207	411.8896074	402.0832011	765.311644	482.514348
sp|Q08208|NOP12_YEAST	NOP12	Nucleolar protein 12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOP12 PE=1 SV=1	627	5	C	485.1125095	491.3232954	487.3122591	527.4574616	545.0143038	549.5001607	597.8275128	567.6262372	832.2165565	575.4970518
sp|P47133|EMC2_YEAST	EMC2	ER membrane protein complex subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EMC2 PE=1 SV=1	628	2	C	177.8316945	186.4501768	206.4465178	184.1547183	193.6103612	202.9336193	204.0972242	209.2179594	260.4234559	210.692278
sp|P16387|ODPA_YEAST	PDA1	"Pyruvate dehydrogenase E1 component subunit alpha, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PDA1 PE=1 SV=2"	629	17	C	1957.629261	1881.450498	1807.474116	1848.569146	1997.743798	1954.238521	1982.775684	2028.123841	1749.969962	1913.033018
sp|P38112|MAK5_YEAST	MAK5	ATP-dependent RNA helicase MAK5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MAK5 PE=1 SV=1	630	4	C	214.2133223	251.3593705	232.3447799	262.2513603	245.5061241	267.4416239	252.9411128	263.1319522	421.9156545	278.1223021
sp|P08518|RPB2_YEAST	RPB2	DNA-directed RNA polymerase II subunit RPB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPB2 PE=1 SV=2	631	17	C	1142.117515	1074.002067	1108.357147	1058.039754	1119.108975	1041.976341	975.92932	1112.728444	1122.921012	1106.98255
sp|P25654|YCY0_YEAST	YCR090C	UPF0587 protein YCR090C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YCR090C PE=1 SV=1	632	2	C	89.91596321	91.67212813	94.07420095	98.96164124	111.2110868	85.99327049	98.99275555	113.4064344	133.8970922	106.7626246
sp|P17695|GLRX2_YEAST	GRX2	"Glutaredoxin-2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRX2 PE=1 SV=3"	633	4	C	459.7737129	399.5597573	405.1960137	385.1564018	423.2256867	393.929664	422.9946203	415.4301519	475.14571	434.0769876
sp|P29311|BMH1_YEAST	BMH1	Protein BMH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BMH1 PE=1 SV=4	634	3	C	181.6819794	196.6022442	179.440389	190.4664403	172.8032458	202.4352336	204.7604578	193.0730745	115.890944	183.9497125
sp|P34730|BMH2_YEAST	BMH2	Protein BMH2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BMH2 PE=1 SV=3	634	14	C	1222.487758	1244.792344	1142.854136	1178.827864	1172.72192	1274.693658	1286.634277	1205.454312	880.6387071	1218.831818
sp|P43561|FET5_YEAST	FET5	Iron transport multicopper oxidase FET5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FET5 PE=1 SV=1	635	3	C	175.5879231	153.9486123	145.3136892	151.9467777	141.3578322	130.4885126	147.9899987	144.4029557	142.1240842	145.4021522
sp|P47086|YJY1_YEAST	YJR011C	Uncharacterized protein YJR011C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YJR011C PE=1 SV=1	636	1	C	32.65712329	37.14620346	42.72452644	42.19337901	37.35185474	39.07694453	40.61979098	54.51478577	26.2177006	42.31727032
sp|P23639|PSA2_YEAST	PRE8	Proteasome subunit alpha type-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRE8 PE=1 SV=1	637	7	C	663.2951414	663.1690804	647.9799609	653.7826933	630.0579608	635.5777655	664.7154602	643.5777157	785.8231835	640.5890213
sp|Q03862|ARX1_YEAST	ARX1	Probable metalloprotease ARX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARX1 PE=1 SV=1	638	14	C	1122.765823	1193.269415	1186.948634	1206.616909	1156.736049	1185.179869	1165.034923	1248.342354	1492.762715	1271.907362
sp|P21243|PSA1_YEAST	SCL1	Proteasome subunit alpha type-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SCL1 PE=1 SV=1	639	9	C	1128.046595	1091.142708	1026.022731	1022.172578	1140.799185	1064.692022	990.6699084	1106.051364	1096.360433	1112.434218
sp|P34162|MED20_YEAST	SRB2	Mediator of RNA polymerase II transcription subunit 20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRB2 PE=1 SV=1	640	1	C	38.48279606	38.25595139	48.20721594	49.02387585	47.65690971	38.5472552	50.34412522	53.6218255	50.34314959	42.25535833
sp|Q12680|GLT1_YEAST	GLT1	Glutamate synthase [NADH] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GLT1 PE=1 SV=2	641	56	C	6469.637389	6633.731116	6307.955162	7064.991334	7090.395325	7102.017653	7480.484773	7285.513005	2625.708276	6310.244251
sp|P05374|CHO2_YEAST	CHO2	Phosphatidylethanolamine N-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CHO2 PE=1 SV=1	641	6	C	581.0989104	613.1450739	615.6086345	631.1331271	635.7142735	630.3962012	654.7601175	650.7329308	409.3402161	628.7138659
sp|P32379|PSA5_YEAST	PUP2	Proteasome subunit alpha type-5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PUP2 PE=1 SV=2	642	8	C	699.3781939	641.0215944	690.1969903	702.2951496	683.4513576	671.9887581	680.2911956	653.0563334	782.6383008	710.3030573
sp|P38129|TAF5_YEAST	TAF5	Transcription initiation factor TFIID subunit 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TAF5 PE=1 SV=1	643	7	C	541.1767139	576.7861076	577.8961293	607.9537533	556.6111661	546.5510351	531.7932713	600.4109617	574.5968416	589.3357558
sp|P28274|URA7_YEAST	URA7	CTP synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=URA7 PE=1 SV=2	644	17	C	1578.973343	1659.783728	1637.060789	1745.067018	1669.910928	1671.97095	1624.854153	1728.796544	2761.554337	1856.449443
sp|P38627|URA8_YEAST	URA8	CTP synthase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=URA8 PE=1 SV=4	644	2	C	292.5748655	219.3991958	249.0338369	261.7169556	263.8403792	282.9368902	190.9419498	248.2713058	149.6372746	233.8936295
sp|P36013|MAOM_YEAST	MAE1	"NAD-dependent malic enzyme, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MAE1 PE=1 SV=1"	645	15	C	1181.377944	1145.019066	1128.252712	1324.691621	1379.322884	1434.84642	1438.562653	1401.225609	580.2602641	1173.587713
sp|P38353|SSH1_YEAST	SSH1	Sec sixty-one protein homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSH1 PE=1 SV=1	646	4	C	351.3774959	323.8328696	361.6359335	393.2310848	352.4703207	359.8808552	336.6550741	367.9890098	359.2957891	356.0546094
sp|P40483|YIK8_YEAST	YIL108W	Putative zinc metalloproteinase YIL108W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YIL108W PE=1 SV=1	648	1	C	158.7273292	126.1518862	137.6907253	118.0046076	147.9050804	130.8139049	82.28249007	125.7929093	96.67797143	117.3540307
sp|P39931|SS120_YEAST	SSP120	Protein SSP120 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSP120 PE=1 SV=1	649	2	C	290.176236	244.4748326	230.1000236	259.5356649	245.2581519	228.0145737	256.2299314	262.4664067	297.3166296	272.4990249
sp|P11914|MPPA_YEAST	MAS2	Mitochondrial-processing peptidase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MAS2 PE=1 SV=1	650	2	C	292.3643031	301.5429658	291.3689587	311.0580265	319.2489171	297.4745145	288.559399	310.9863572	270.3540245	326.735064
sp|P53273|YG35_YEAST	YGR125W	Uncharacterized vacuolar membrane protein YGR125W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGR125W PE=1 SV=1	651	3	C	208.3821905	207.4431694	191.9051411	222.7617244	212.0387085	213.0722684	184.6065541	215.777307	67.25771093	182.0458952
sp|Q12329|HSP42_YEAST	HSP42	Heat shock protein 42 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HSP42 PE=1 SV=1	652	4	C	540.4737249	430.9381401	434.9282754	302.4443418	501.21635	295.6271921	299.846093	385.5887245	310.9064569	380.2950962
sp|P00937|TRPG_YEAST	TRP3	Multifunctional tryptophan biosynthesis protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRP3 PE=1 SV=2	653	12	C	1089.545974	1057.952285	1079.094252	1127.639936	1195.166828	1070.839467	1089.920534	1185.272906	1010.383518	1125.878505
sp|P40075|SCS2_YEAST	SCS2	Vesicle-associated membrane protein-associated protein SCS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SCS2 PE=1 SV=3	654	10	C	1181.923847	1361.12043	1385.223759	1479.324214	1267.549205	1291.200112	1562.99467	1378.243866	1973.135512	1475.600647
sp|P43603|LSB3_YEAST	LSB3	LAS seventeen-binding protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LSB3 PE=1 SV=3	656	3	C	317.0212784	297.2987128	297.9891381	311.6809241	355.4077613	308.3525045	289.5283649	350.6487859	343.0827224	331.0224455
sp|P32793|YSC84_YEAST	YSC84	Protein YSC84 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YSC84 PE=1 SV=2	656	2	C	172.5230695	157.4848165	134.3010733	168.106487	138.9780839	143.5546632	138.2466172	160.3171823	117.9100254	134.565184
sp|P11412|G6PD_YEAST	ZWF1	Glucose-6-phosphate 1-dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ZWF1 PE=1 SV=4	657	15	C	1636.649631	1627.381149	1615.634026	1525.363468	1673.576603	1626.951476	1403.701372	1550.384693	801.2776962	1476.463432
sp|Q04602|VBA4_YEAST	VBA4	Vacuolar basic amino acid transporter 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VBA4 PE=1 SV=1	658	1	C	27.25836869	59.54963749	71.60812413	82.07916395	60.95605655	59.94036091	90.79327272	55.39429096	121.4275679	74.02379301
sp|P10507|MPPB_YEAST	MAS1	Mitochondrial-processing peptidase subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MAS1 PE=1 SV=1	659	1	C	55.76005857	52.41480776	56.92883948	60.81238434	62.22826135	66.25173693	60.28589071	47.25517378	73.25737352	53.09213687
sp|P14065|GCY1_YEAST	GCY1	Glycerol 2-dehydrogenase (NADP(+)) OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GCY1 PE=1 SV=1	660	6	C	949.8439099	616.8752087	663.2669209	561.1364517	1078.531718	696.3725903	667.8899955	809.1123425	380.4264041	671.0662166
sp|Q12458|YPR1_YEAST	YPR1	Putative reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPR1 PE=1 SV=1	660	11	C	1700.776484	1569.414067	1612.751771	1586.423517	1658.414039	1647.772468	1547.024315	1531.607659	1290.429431	1525.784437
sp|P38250|IST2_YEAST	IST2	Increased sodium tolerance protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IST2 PE=1 SV=2	661	2	C	274.2637302	282.1478809	273.811222	262.544421	282.5568838	245.4415997	243.0863785	298.1848174	327.2992792	288.5117594
sp|P47075|VTC4_YEAST	VTC4	Vacuolar transporter chaperone 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VTC4 PE=1 SV=2	662	14	C	1111.496832	1043.781207	983.9698297	1127.227352	1069.181307	1073.269612	1083.512856	959.7671012	4565.16011	1761.85589
sp|P52923|AIF1_YEAST	AIF1	Apoptosis-inducing factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AIF1 PE=1 SV=1	663	1	C	45.13423018	52.08239851	54.71991128	52.21490414	58.28315229	55.11281522	64.01445569	65.51767086	50.846913	52.06485297
sp|P48015|GCST_YEAST	GCV1	"Aminomethyltransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GCV1 PE=1 SV=2"	664	11	C	1336.659402	1456.883788	1351.927709	1418.517001	1246.956737	1450.745338	1500.910527	1302.595127	604.0029305	1302.664252
sp|P21242|PSA7_YEAST	PRE10	Probable proteasome subunit alpha type-7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRE10 PE=1 SV=2	665	5	C	614.8691181	568.1036709	603.7273389	627.7853401	597.2658527	599.162654	586.0123808	589.2144197	627.7612602	623.0099989
sp|P32628|RAD23_YEAST	RAD23	UV excision repair protein RAD23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RAD23 PE=1 SV=1	666	4	C	305.0693522	296.9310526	315.7650455	344.3531647	313.7680471	317.9381925	376.3729064	323.7506554	452.331657	338.8093238
sp|P38803|IPI1_YEAST	IPI1	Pre-rRNA-processing protein IPI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IPI1 PE=1 SV=1	667	2	C	46.16999695	45.11998525	42.90196526	58.15725481	38.11380545	56.53970189	52.51560505	49.06067624	79.30730804	47.69384766
sp|P33338|SLA2_YEAST	SLA2	Protein SLA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLA2 PE=1 SV=5	668	12	C	867.6053436	886.0903396	856.6682326	923.8777359	905.1335354	929.9167745	814.5925981	863.4552157	966.15318	830.748895
sp|P10664|RL4A_YEAST	RPL4A	60S ribosomal protein L4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL4A PE=1 SV=4	669	13	C	1404.295629	1597.938033	1572.560326	1436.043178	1439.336059	1497.031371	1509.340139	1611.29292	2160.38722	1570.611371
sp|P49626|RL4B_YEAST	RPL4B	60S ribosomal protein L4-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL4B PE=1 SV=2	669	1	C	97.91599975	160.718004	180.6583419	121.1144984	167.6046523	170.6497551	234.4467585	179.216753	628.9964278	223.893848
sp|Q12320|GLO4_YEAST	GLO4	"Hydroxyacylglutathione hydrolase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GLO4 PE=3 SV=1"	671	1	C	184.2466079	181.298894	196.0784061	190.8468445	202.339372	187.7493292	203.7309316	167.8712441	155.8459312	193.1350623
